image_path,label,encoded_label
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im6705.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im1315.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im4782.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im5810.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im2914.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im1170.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im884.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im1749.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im626.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im3313.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im1224.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im2899.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im2873.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im4056.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im2620.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im4904.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im3111.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im637.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im1108.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im2244.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im1719.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im3342.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im5971.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im905.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im2330.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im2241.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im1105.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im5788.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im3121.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im1084.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im2105.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im5620.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im3719.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im4816.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im6678.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im383.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im1057.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im2964.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im4911.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im3988.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im618.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im220.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im2737.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im1071.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im3402.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im996.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im3317.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im3829.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im826.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im3583.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im5815.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im2413.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im4749.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im5009.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im917.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im513.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im5567.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im448.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im2673.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im2829.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im2215.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im813.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im3463.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im513.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im693.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im5916.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im4305.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im4321.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im3159.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im257.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im587.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im1757.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im5486.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im6698.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im4844.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im1197.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im1871.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im2781.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im460.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im2439.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im1208.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im3139.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im4544.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im2982.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im2115.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im563.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im3792.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im5619.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im799.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im5338.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im883.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im4470.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im2388.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im1841.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im3067.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/disgusted/im102.png,disgusted,1
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im3790.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im2516.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im6300.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im3532.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im2105.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im2300.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im631.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im2680.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im1337.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im4318.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im5668.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im5107.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im3137.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im1178.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im646.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im578.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/disgusted/im407.png,disgusted,1
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im2217.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im1174.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im1646.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im1843.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im930.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im2593.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im2886.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im1247.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im1658.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im2409.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im2140.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im741.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im4464.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im1515.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im165.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im7035.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im2680.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im490.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im2464.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im2059.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im2041.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im1475.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im2884.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im2527.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im1369.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im5061.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im2032.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im2570.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im3054.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im3182.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im3238.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im599.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im1364.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im6589.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im3337.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im578.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im3045.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im913.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im4095.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im5169.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im1835.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im2898.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im609.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im1665.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im750.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im340.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im1094.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im406.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im3671.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im3732.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im1918.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im1574.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im3777.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im5237.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im2820.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im3961.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im1318.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im1384.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im3886.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im3067.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im451.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im3736.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im1368.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im2296.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im177.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im3982.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im2686.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im3344.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im1722.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im2586.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im4999.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im1282.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im524.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im3540.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/disgusted/im381.png,disgusted,1
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im2559.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im229.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im655.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im4555.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im1655.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im3776.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im2816.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im2242.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im236.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im3268.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im871.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im1403.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im4968.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im1124.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im3315.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im2059.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im160.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im2068.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im1877.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im773.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im2301.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im2532.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im2449.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im7145.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im3525.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im707.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im2712.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im3199.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im6484.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im931.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/disgusted/im63.png,disgusted,1
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im1251.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im592.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im4086.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im2832.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im3514.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im4052.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im1466.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im2866.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im1259.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im6669.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im1901.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im1777.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im1559.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im786.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im5204.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im3541.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im2269.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im411.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im2872.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im3690.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im4286.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im534.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im149.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im2731.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im2334.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im66.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im3914.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im4633.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im1906.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im1509.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im2201.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im2855.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im165.png,surprised,6
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im1955.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im1653.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im608.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/neutral/im2090.png,neutral,4
/home/aayushjoshi/ML/Projects/emotions/dataset/train/fearful/im2965.png,fearful,2
/home/aayushjoshi/ML/Projects/emotions/dataset/train/angry/im3237.png,angry,0
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im2319.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/happy/im6314.png,happy,3
/home/aayushjoshi/ML/Projects/emotions/dataset/train/sad/im449.png,sad,5
/home/aayushjoshi/ML/Projects/emotions/dataset/train/surprised/im2824.png,surprised,6
